date,changed.from,changed.to,school_type,school,subunit,students,regime,reason
2021-01-29,2021-01-25,2021-01-25,PV,12410,1003,7,PVPRI,PVSUMV
2021-01-29,2021-01-25,2021-01-25,PV,12410,1003,7,PVPRI,PVSUMV
2021-01-29,2021-01-25,2021-01-25,PV,12410,1003,8,PVPRI,PVSUMV
2021-01-29,2021-01-25,2021-01-25,PV,12410,1003,8,PVPRI,PVSUMV
2021-01-29,2021-01-26,2021-02-05,OS,1313,1006,8,OSKAR,OSOKUUC
2021-01-29,2021-01-29,2021-02-08,OS,3545,1006,27,OSKAR,OSOKUUC
2021-01-29,2021-01-29,2021-02-07,OS,204,1004,18,OSKAR,OSOKUU
2021-01-29,2021-01-29,2021-02-05,OSPP,229,1022,5,OSPPKAR,OSPPOKUUC
2021-01-29,2021-01-29,2021-02-05,OS,284,1005,23,OSKAR,OSOKUUC
2021-01-29,2021-01-29,2021-02-08,OS,711,1004,1,OSKAR,OSOKUU
2021-01-29,2021-01-29,2021-02-08,OS,711,1005,3,OSKAR,OSOKUU
2021-01-29,2021-01-29,2021-02-08,OS,711,1006,9,OSKAR,OSOKUU
2021-01-29,2021-01-22,2021-01-29,ZAV,3572,1063,6,ZAVKAR,ZAVOKUU
2021-01-29,2021-01-22,2021-01-29,ZAV,3572,1063,9,ZAVKAR,ZAVOKUU
2021-01-29,2021-01-27,2021-02-05,ZAV,3631,1063,3,ZAVKAR,ZAVOKUU
2021-01-29,2021-01-28,2021-02-07,OS,402,1004,19,OSKAR,OSOKUUC
2021-01-29,2021-01-27,2021-02-05,PV,1167,1002,18,OSKAR,OSOKUUC
2021-01-29,2021-01-29,2021-02-06,OS,6687,1006,20,OSKAR,OSOKUUC
2021-01-29,2021-01-28,2021-01-29,PV,19190,1046,5,ZAVKAR,ZAVSUMU
2021-01-29,2021-01-29,2021-01-29,PV,19190,1045,5,ZAVPRI,ZAVSUMDD
